,year,name,href,type,boxoffice,mean_price,mean_people,times
201,2016,疯狂动物城,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=643235,动画,153033,34,29,2016-03-04
202,2016,魔兽,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=402117,动作,147214,37,25,2016-06-08
203,2016,美国队长3：英雄内战,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=643612,动作,124625,35,25,2016-05-06
204,2016,西游记之孙悟空三打白骨精,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=626346,动作,120101,37,36,2016-02-08
205,2016,湄公河行动,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=639445,动作,118417,30,25,2016-09-30
206,2016,澳门风云3,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=637759,喜剧,111818,36,36,2016-02-08
207,2016,盗墓笔记,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=611818,奇幻,100439,35,27,2016-08-05
208,2016,功夫熊猫3,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=639351,动画,100200,36,25,2016-01-29
209,2016,长城,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=595849,奇幻,97937,35,25,2016-12-16
210,2016,奇幻森林,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=625797,奇幻,97933,34,24,2016-04-15
211,2016,绝地逃亡,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=621641,动作,88938,35,25,2016-07-21
212,2016,星球大战：原力觉醒,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=631832,科幻,82557,37,24,2016-01-09
213,2016,从你的全世界路过,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=626806,爱情,81417,31,22,2016-09-29
214,2016,X战警：天启,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=642020,动作,80284,34,23,2016-06-03
215,2016,北京遇上西雅图之不二情书,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=639261,爱情,78675,34,24,2016-04-29
216,2016,叶问3,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=610219,动作,77028,39,23,2016-03-04
217,2016,奇异博士,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=325408,奇幻,75165,35,18,2016-11-04
218,2016,唐人街探案,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=638436,喜剧,68262,32,31,2015-12-31
219,2016,寒战2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=641077,动作,67819,37,27,2016-07-08
220,2016,惊天魔盗团2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=643771,动作,63890,33,27,2016-06-24
221,2016,蝙蝠侠大战超人：正义黎明,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=643388,动作,61908,36,23,2016-03-25
222,2016,使徒行者,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=637798,动作,60624,29,24,2016-08-11
223,2016,神奇动物在哪里,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=643984,奇幻,58921,35,21,2016-11-25
224,2016,你的名字。,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=655647,动画,56592,28,22,2016-12-02
225,2017,战狼2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=641515,动作,567875,36,38,2017-07-27
226,2017,速度与激情8,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=659757,动作,267096,37,30,2017-04-14
227,2017,羞羞的铁拳,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=661004,喜剧,220175,33,25,2017-09-30
228,2017,功夫瑜伽,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=629898,喜剧,175259,38,33,2017-01-28
229,2017,西游伏妖篇,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=619719,奇幻,165593,39,36,2017-01-28
230,2017,变形金刚5：最后的骑士,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=656946,动作,155124,37,23,2017-06-23
231,2017,摔跤吧！爸爸,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=659327,喜剧,129912,30,22,2017-05-05
232,2017,芳华,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=659453,战争,118754,34,28,2017-12-15
233,2017,加勒比海盗5：死无对证,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=659751,动作,117991,36,22,2017-05-26
234,2017,金刚：骷髅岛,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=657877,动作,116050,35,20,2017-03-24
235,2017,寻梦环游记,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=670102,动画,115251,34,18,2017-11-24
236,2017,极限特工：终极回归,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=573814,动作,112741,36,23,2017-02-10
237,2017,生化危机：终章,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=623100,科幻,111182,35,20,2017-02-24
238,2017,乘风破浪,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=655798,剧情,104853,36,27,2017-01-28
239,2017,神偷奶爸3,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=644666,动画,103780,34,20,2017-07-07
240,2017,蜘蛛侠：英雄归来,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=657831,动作,77414,35,16,2017-09-08
241,2017,大闹天竺,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=637920,喜剧,75793,36,31,2017-01-28
242,2017,雷神3：诸神黄昏,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=644134,动作,74303,35,15,2017-11-03
243,2017,猩球崛起3：终极之战,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=659452,动作,73978,35,16,2017-09-15
244,2017,金刚狼3：殊死一战,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=656944,动作,73163,32,16,2017-03-03
245,2017,悟空传,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=629524,奇幻,69653,36,17,2017-07-13
246,2017,正义联盟,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=349187,动作,69008,35,13,2017-11-17
247,2017,银河护卫队2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=644133,科幻,68611,37,17,2017-05-05
248,2017,新木乃伊,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=659758,动作,62560,35,16,2017-06-09
249,2017,神奇女侠,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=401891,动作/奇幻,61010,36,16,2017-06-02
250,2018,红海行动,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=655823,动作,365078,39,33,2018-02-16
251,2018,唐人街探案2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=663419,喜剧,339769,39,39,2018-02-16
252,2018,我不是药神,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676313,剧情,309996,35,27,2018-07-05
253,2018,西虹市首富,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=671983,喜剧,254757,35,28,2018-07-27
254,2018,复仇者联盟3：无限战争,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=675789,动作,239053,38,19,2018-05-11
255,2018,捉妖记2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=656875,喜剧,223708,38,44,2018-02-16
256,2018,毒液：致命守护者,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=662209,动作,187013,36,17,2018-11-09
257,2018,海王,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=665526,动作,185218,36,19,2018-12-07
258,2018,侏罗纪世界2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=667168,动作,169588,36,19,2018-06-15
259,2018,前任3：再见前任,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=663359,喜剧,164667,35,27,2017-12-29
260,2018,头号玩家,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=657862,科幻,139666,36,18,2018-03-30
261,2018,后来的我们,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=663327,爱情,136152,34,21,2018-04-28
262,2018,一出好戏,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=677028,喜剧,135505,35,26,2018-08-10
263,2018,无双,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=678141,动作,127376,36,15,2018-09-30
264,2018,碟中谍6：全面瓦解,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=657756,动作,124522,37,15,2018-08-31
265,2018,巨齿鲨,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=644333,动作,105178,38,22,2018-08-10
266,2018,狂暴巨兽,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676242,动作,100395,35,13,2018-04-13
267,2018,超时空同居,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676391,奇幻,89988,33,12,2018-05-18
268,2018,蚁人2：黄蜂女现身,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676247,动作,83156,36,15,2018-08-24
269,2018,无名之辈,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=678587,剧情,79409,35,12,2018-11-16
270,2018,无问西东,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=589946,剧情,75430,31,18,2018-01-12
271,2018,神秘巨星,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=670328,剧情,74707,30,17,2018-01-19
272,2018,西游记女儿国,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=644530,喜剧,72738,40,33,2018-02-16
273,2018,摩天营救,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=662063,动作,66981,35,18,2018-07-20
274,2018,黑豹,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=644135,动作,66259,36,17,2018-03-09
275,2019,哪吒之魔童降世,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=662685,动画,500359,36,24,2019-07-26
276,2019,流浪地球,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=642412,科幻,468150,45,29,2019-02-05
277,2019,复仇者联盟4：终局之战,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=670808,动作,424922,49,23,2019-04-24
278,2019,我和我的祖国,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=691481,剧情,312366,39,36,2019-09-30
279,2019,中国机长,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=681319,剧情,290354,38,27,2019-09-30
280,2019,疯狂的外星人,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=638300,喜剧,221275,42,30,2019-02-05
281,2019,飞驰人生,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676018,喜剧,172733,42,25,2019-02-05
282,2019,烈火英雄,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=692321,灾难,170339,36,19,2019-08-01
283,2019,少年的你,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=680681,剧情,155623,36,16,2019-10-25
284,2019,速度与激情：特别行动,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=682202,动作,143430,36,15,2019-08-23
285,2019,蜘蛛侠：英雄远征,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=682139,动作,141751,36,17,2019-06-28
286,2019,扫毒2：天地对决,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=682018,剧情,131143,36,17,2019-07-05
287,2019,大黄蜂,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=678494,动作,114956,36,11,2019-01-04
288,2019,攀登者,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=683180,剧情,109501,37,22,2019-09-30
289,2019,惊奇队长,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=679862,动作,103518,37,14,2019-03-08
290,2019,比悲伤更悲伤的故事,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=684702,爱情,95792,31,15,2019-03-14
291,2019,哥斯拉2：怪兽之王,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=682691,科幻,93737,37,15,2019-05-31
292,2019,阿丽塔：战斗天使,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=306285,动作,89698,38,14,2019-02-22
293,2019,银河补习班,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=682208,剧情,87772,34,16,2019-07-18
294,2019,误杀,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=693266,剧情,83173,34,15,2019-12-13
295,2019,狮子王,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=684512,剧情,83164,37,16,2019-07-12
296,2019,冰雪奇缘2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676432,动画,82296,35,12,2019-11-22
297,2019,反贪风暴4,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=682238,动作,79860,35,11,2019-04-04
298,2019,叶问4：完结篇,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=624015,动作,76325,36,17,2019-12-20
299,2019,熊出没·原始时代,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=683172,动画,71781,39,22,2019-02-05
300,2020,宠爱,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=685447,剧情,51086,35,8,2019-12-31
301,2020,叶问4：完结篇,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=624015,动作,42266,36,7,2019-12-20
302,2020,误杀,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=693266,剧情,37721,35,8,2019-12-13
303,2020,我为你牺牲,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=696120,剧情,10614,71,55,2019-12-05
304,2020,变身特工,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=694783,动画,10356,36,6,2020-01-03
305,2020,美丽人生,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=456236,剧情,5815,34,6,2020-01-03
306,2020,天使陷落,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=694876,动作,5508,33,6,2019-12-31
307,2020,紫罗兰永恒花园外传：永远与自动手记人偶,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=695496,剧情,4877,31,4,2020-01-10
308,2020,我和我的祖国,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=691481,剧情,4788,78,346,2019-09-30
309,2020,鲨海逃生,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=694805,剧情,4769,30,4,2020-01-10
310,2020,半个喜剧,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=679955,喜剧,4580,36,7,2019-12-20
311,2020,动物特工局,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=679292,动画,4322,33,4,2020-01-11
312,2020,冰雪奇缘2,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676432,动画,3805,34,7,2019-11-22
313,2020,熊出没·狂野大陆,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=695236,动画,3674,36,13,
314,2020,亲爱的新年好,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=694996,剧情,2095,33,3,2019-12-31
315,2020,星球大战：天行者崛起,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=681814,动作,1737,46,7,2019-12-20
316,2020,为家而战,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=686557,动作,1727,29,2,2020-01-10
317,2020,灭绝,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=697337,科幻,1620,32,4,2020-01-18
318,2020,解放·终局营救,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=685446,战争,1595,47,42,2019-12-27
319,2020,海林都,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=694774,剧情,1264,42,166,2019-11-21
320,2020,雪人奇缘,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=691939,喜剧,985,84,364,2019-10-01
321,2020,哪吒之魔童降世,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=662685,动画,965,63,329,2019-07-26
322,2020,中国机长,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=681319,剧情,875,69,272,2019-09-30
323,2020,只有芸知道,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=686011,剧情,836,36,4,2019-12-20
324,2020,唐人街探案3,http://www.endata.com.cn/BoxOffice/MovieStock/movieShow.html?id=676314,喜剧,829,43,26,
